ID,Station Name,City,Access Days Time,Facility Type,Latitude,Longitude,EV Network,Owner Type Code,County
168437,Pioneer Crossing,Puyallup,24 hours daily,,47.184725,-122.257002,EV Connect,,Pierce
168479,TAC PW PARKING CONV CTR CP 03,Tacoma,24 hours daily,,47.247578,-122.4388,ChargePoint Network,,Pierce
168514,SS Central Park,Sunnyside,24 hours daily,,46.3227794,-120.015553,Blink Network,,Yakima
168584,Archer Hotel at Redmond Town Center - Tesla Destination,Redmond,,,47.680455,-122.121769,Tesla Destination,P,King
168916,La Quinta Inn & Suites Walla Walla - Tesla Destination,Walla Walla,,,46.067886,-118.370851,Tesla Destination,P,Walla Walla
302894,SIA E OUTSIDE LOT2B,Spokane,24 hours daily,,47.626154,-117.537759,ChargePoint Network,,Spokane
169005,Paine Field Airport - Tesla Destination,Everett,,,47.907484,-122.262013,Tesla Destination,P,Snohomish
169190,The Ridge Motorsports Park - Tesla Destination,Shelton,,,47.254252,-123.197171,Tesla Destination,P,Mason
169292,ILANI 1A-2 SINGLE,Ridgefield,24 hours daily,,45.853035,-122.70889,ChargePoint Network,,Clark
169547,Homewood Suites by Hilton - Lynnwood Seattle Everett,Lynnwood,24 hours daily; for guest use only; see front desk for access,HOTEL,47.833778,-122.268338,Non-Networked,P,Snohomish
170032,AUBURN CENTER GREEN RIVER #1,Auburn,24 hours daily,,47.318711,-122.225391,ChargePoint Network,,King
170078,2+U - Tesla Supercharger,Seattle,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,PARKING_GARAGE,47.606601,-122.337495,Tesla,P,King
170099,Safeway 17202 15th Ave NE,Shoreline,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,47.75472,-122.312805,SHELL_RECHARGE,,King
170297,"Cafaro SOUTH HILL MALL (PUYALLUP, WA)",Puyallup,24 hours daily,,47.15598,-122.29757,Electrify America,,Pierce
170316,"Woodinville WA4-151 (Woodinville, WA)",Woodinville,24 hours daily,,47.75422,-122.15115,Electrify America,,King
170358,Taco Bell Ellensburg,Ellensburg,24 hours daily,,46.9789,-120.54343,Electrify America,,Kittitas
170401,RPI PORTEMONS 2005 POPLAR 2,Issaquah,Mon 12:15am - 11:45pm; Tue 12:15am - 11:45pm; Wed 12:15am - 11:45pm; Thu 12:15am - 11:45pm; Fri 12:15am - 11:45pm; Sat 12:15am - 11:45pm; Sun 12:15am - 11:45pm,,47.550487,-122.068649,ChargePoint Network,,King
170404,"Rainier Beach WA3-155 ( Seattle, WA)",Seattle,24 hours daily,,47.52317,-122.27056,Electrify America,,King
170432,Ballard Blocks - Tesla Supercharger,Seattle,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,PARKING_GARAGE,47.662554,-122.37504,Tesla,P,King
170479,2+U,Seattle,Garage hours,PAY_GARAGE,47.606659,-122.337363,Non-Networked,P,King
170526,Shell Gas Station/BJ's - Tesla Supercharger,Entiat,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,CONVENIENCE_STORE,47.684802,-120.206922,Tesla,P,Chelan
170580,Roche Harbor Marina,Roche Harbor,24 hours daily,PARKING_LOT,48.607282,-123.153777,Non-Networked,P,San Juan
170581,Snug Harbor Resort,Friday Harbor,24 hours daily; guest use only; see front desk for access,HOTEL,48.569915,-123.168265,Non-Networked,P,San Juan
170582,Friday Harbor Airport,Friday Harbor,24 hours daily; drivers must pay at the kiosk inside,AIRPORT,48.524715,-123.026405,Non-Networked,P,San Juan
170583,Burgermaster,Mount Vernon,24 hours daily,RESTAURANT,48.439781,-122.341794,Non-Networked,P,Skagit
170584,Comfort Suites Burlington Near I-5,Burlington,24 hours daily; guest use only; see front desk for access,HOTEL,48.451871,-122.329766,Non-Networked,P,Skagit
170585,Skagit Valley College,Mount Vernon,24 hours daily,COLLEGE_CAMPUS,48.436733,-122.312699,Non-Networked,P,Skagit
170588,Bellingham International Airport,Bellingham,24 hours daily,AIRPORT,48.795524,-122.531874,Non-Networked,P,Whatcom
171183,Pend Oreille PUD,Newport,24 hours daily,,48.1817654,-117.043496,Blink Network,,Pend Oreille
171199,BARKLEY VILLAGE CORNERSTONE 1,Bellingham,24 hours daily,,48.772296,-122.443265,ChargePoint Network,,Whatcom
171505,WILLOWS LODGE WILLOWS #1,Woodinville,24 hours daily,,47.734159,-122.147041,ChargePoint Network,,King
171512,BELLEVUE SBCC #1,Bellevue,24 hours daily,,47.568883,-122.145303,ChargePoint Network,,King
171570,PUBLIC CHARGING ANGLE LAKE #1,SeaTac,24 hours daily,,47.423345,-122.298724,ChargePoint Network,,King
171659,KEY CENTER KEY CENTER 5,Bellevue,24 hours daily,,47.6161,-122.19692,ChargePoint Network,,King
171660,KEY CENTER KEY CENTER 4,Bellevue,24 hours daily,,47.616143,-122.19689,ChargePoint Network,,King
171661,KEY CENTER STATION 3,Bellevue,24 hours daily,,47.616057,-122.196775,ChargePoint Network,,King
171662,KEY CENTER STATION 2,Bellevue,24 hours daily,,47.616072,-122.196829,ChargePoint Network,,King
171663,KEY CENTER STATION 1,Bellevue,24 hours daily,,47.616101,-122.196893,ChargePoint Network,,King
171665,KRC SKYLINE SKYLINE #2,Bellevue,24 hours daily,,47.614334,-122.19401,ChargePoint Network,,King
171666,KRC SKYLINE SKYLINE #3,Bellevue,24 hours daily,,47.614305,-122.194097,ChargePoint Network,,King
171723,SKAGIT STATION SS2,Mount Vernon,24 hours daily,,48.417923,-122.334809,ChargePoint Network,,Skagit
171751,UWB CASCADIA CC SOUTH LEVEL 3 E,Bothell,24 hours daily,,47.75772,-122.190801,ChargePoint Network,,King
171755,NISSAN-EVERETT DC STATION 2,Everett,24 hours daily,,47.902753,-122.246867,ChargePoint Network,,Snohomish
171758,SAFECO PLAZA SAFECO PLAZA #2,Seattle,24 hours daily,,47.606218,-122.333842,ChargePoint Network,,King
171795,UDR TEN20 #2,Bellevue,24 hours daily,,47.619855,-122.195919,ChargePoint Network,,King
171804,VALLEY MED CTR MAIN LOT #7,Renton,24 hours daily,,47.443161,-122.212511,ChargePoint Network,,King
171879,VALLEY MED CTR MAIN LOT #6,Renton,24 hours daily,,47.443215,-122.212479,ChargePoint Network,,King
171930,HAMPTON INN NORTH FRONT,Bellevue,24 hours daily,,47.612051,-122.186391,ChargePoint Network,,King
172050,VISITOR GARAGE WALL UNIT,Tacoma,24 hours daily,,47.252059,-122.437484,ChargePoint Network,,Pierce
172053,BELLEVUE DOWNTOWN PARK 1,Bellevue,24 hours daily,,47.613224,-122.206542,ChargePoint Network,,King
172061,400 DEXTER AVE 400 DEXTER #2,Seattle,24 hours daily,,47.622329,-122.342153,ChargePoint Network,,King
172064,DEPT OF ECOLOGY HQ 3,Lacey,24 hours daily,,47.047742,-122.806456,ChargePoint Network,,Thurston
172108,VM CHARGERS VIRGINIA MASON3,Seattle,24 hours daily,,47.609553,-122.326337,ChargePoint Network,,King
172109,VM CHARGERS VIRGINIA MASON1,Seattle,24 hours daily,,47.609501,-122.326457,ChargePoint Network,,King
172343,BELLINGHAM CITY COMMERCIAL ST 1,Bellingham,24 hours daily,,48.750815,-122.47958,ChargePoint Network,,Whatcom
172401,MADISON GARAGE MADISON GARAGE1,Seattle,24 hours daily,,47.61008,-122.322151,ChargePoint Network,,King
172407,INSIGNIA 953 97 98,Seattle,24 hours daily,,47.616729,-122.342786,ChargePoint Network,,King
172408,INSIGNIA 953 214 215,Seattle,24 hours daily,,47.616629,-122.342611,ChargePoint Network,,King
172409,INSIGNIA 953 136 137,Seattle,24 hours daily,,47.616703,-122.342746,ChargePoint Network,,King
172411,INSIGNIA 953 95 96,Seattle,24 hours daily,,47.616701,-122.342813,ChargePoint Network,,King
172412,INSIGNIA 953 134 135,Seattle,24 hours daily,,47.616676,-122.342772,ChargePoint Network,,King
172413,INSIGNIA 953 180 181,Seattle,24 hours daily,,47.616608,-122.342771,ChargePoint Network,,King
172414,INSIGNIA 953 174 175,Seattle,24 hours daily,,47.616642,-122.34273,ChargePoint Network,,King
172415,INSIGNIA 953 142 143,Seattle,24 hours daily,,47.616646,-122.3428,ChargePoint Network,,King
172416,INSIGNIA 953 178 179,Seattle,24 hours daily,,47.61659,-122.342801,ChargePoint Network,,King
172417,INSIGNIA 953 212 213,Seattle,24 hours daily,,47.616588,-122.342651,ChargePoint Network,,King
172418,INSIGNIA 953 218 219,Seattle,24 hours daily,,47.616537,-122.342701,ChargePoint Network,,King
172419,INSIGNIA 953 140 141,Seattle,24 hours daily,,47.616616,-122.342831,ChargePoint Network,,King
172420,INSIGNIA 953 103 104,Seattle,24 hours daily,,47.616679,-122.342837,ChargePoint Network,,King
172421,INSIGNIA 953 101 102,Seattle,24 hours daily,,47.616655,-122.34286,ChargePoint Network,,King
172426,KING COUNTY DES ISSAQUAH P&R 1,Issaquah,24 hours daily,,47.545335,-122.019501,ChargePoint Network,,King
172561,BELLEVUE SQUARE BELL SQ NORTH 2,Bellevue,24 hours daily,,47.616939,-122.203004,ChargePoint Network,,King
172562,BELLEVUE SQUARE BELL SQ NORTH 3,Bellevue,24 hours daily,,47.616865,-122.202993,ChargePoint Network,,King
172563,BELLEVUE SQUARE BELL SQ NORTH 4,Bellevue,24 hours daily,,47.61677,-122.203004,ChargePoint Network,,King
172572,LINC SQUARE EXP LSS P6 1,Bellevue,24 hours daily,,47.614098,-122.200748,ChargePoint Network,,King
172573,LINC SQUARE EXP LSS P2 111-112,Bellevue,24 hours daily,,47.614394,-122.200531,ChargePoint Network,,King
172574,LINC SQUARE EXP LSS P2 104-105,Bellevue,24 hours daily,,47.614456,-122.200654,ChargePoint Network,,King
172575,LINC SQUARE EXP LSE P2 #1,Bellevue,24 hours daily,,47.614157,-122.20117,ChargePoint Network,,King
172633,PUBLIC CHARGING ANGLE LAKE #3,SeaTac,24 hours daily,,47.423292,-122.298719,ChargePoint Network,,King
172658,KING COUNTY DES KSC STATION #6,Seattle,24 hours daily,,47.598754,-122.331002,ChargePoint Network,,King
172659,KING COUNTY DES KSC STATION #7,Seattle,24 hours daily,,47.598758,-122.330972,ChargePoint Network,,King
172660,KING COUNTY DES KSC STATION #3,Seattle,24 hours daily,,47.59856,-122.330929,ChargePoint Network,,King
172661,KING COUNTY DES KSC STATION #2,Seattle,24 hours daily,,47.59855,-122.331009,ChargePoint Network,,King
172662,KING COUNTY DES KSC STATION #4,Seattle,24 hours daily,,47.598665,-122.330941,ChargePoint Network,,King
172882,DC CORRIDOR WALLYPARKDC2,SeaTac,24 hours daily,,47.43625,-122.296639,ChargePoint Network,,King
172887,PARK77 PARK77 LEASING,Arlington,24 hours daily,,48.179818,-122.12624,ChargePoint Network,,Snohomish
172912,SAMMAMISH CITY HALL LOT 1,Sammamish,24 hours daily,,47.601564,-122.036305,ChargePoint Network,,King
172914,SAMMAMISH CITY HALL LOT 2,Sammamish,24 hours daily,,47.60161,-122.036303,ChargePoint Network,,King
172934,UWB CASCADIA CC NORTH LEVEL 3 S,Bothell,24 hours daily,,47.761846,-122.191872,ChargePoint Network,,King
173267,UWB CASCADIA CC SOUTH LEVEL 4 N,Bothell,24 hours daily,,47.757748,-122.19073,ChargePoint Network,,King
173268,LINC SQUARE EXP LSS P2 102-103,Bellevue,24 hours daily,,47.614517,-122.200807,ChargePoint Network,,King
173269,LINC SQUARE EXP LSS P2 96 97,Bellevue,24 hours daily,,47.614302,-122.200871,ChargePoint Network,,King
173271,LINC SQUARE EXP LSS P2 123-124,Bellevue,24 hours daily,,47.614315,-122.201099,ChargePoint Network,,King
173283,DC CORRIDOR SEAHAWK 12D,Seattle,24 hours daily,,47.597048,-122.330451,ChargePoint Network,,King
173284,DC CORRIDOR SEAHAWK 12C,Seattle,24 hours daily,,47.597218,-122.330446,ChargePoint Network,,King
173310,QBRC QBRC 2,Ocean Shores,24 hours daily,,47.042614,-124.170718,ChargePoint Network,,Grays Harbor
173366,BLACKRIVER BLACKRIVER #2,Renton,24 hours daily,,47.474453,-122.233397,ChargePoint Network,,King
173451,1101 WESTLAKE 1101 #1,Seattle,24 hours daily,,47.628886,-122.341407,ChargePoint Network,,King
173515,UWMC SURGERY STATION 1,Seattle,24 hours daily,,47.64991,-122.307373,ChargePoint Network,,King
173516,BMGF BMGF EV 01,Seattle,24 hours daily,,47.623464,-122.345818,ChargePoint Network,,King
173539,ISD411 ADMIN CENTER 2,Issaquah,24 hours daily,,47.554889,-122.047456,ChargePoint Network,,King
173607,INSIGNIA 953 190 191N,Seattle,24 hours daily,,47.616928,-122.343611,ChargePoint Network,,King
173871,JLR BELLEVUE SHOP 01,Bellevue,24 hours daily,,47.627472,-122.155871,ChargePoint Network,,King
173916,PACIFIC LUTH U STATION 1,Tacoma,24 hours daily,,47.145087,-122.438886,ChargePoint Network,,Pierce
302892,SIA E OUTSIDE LOT2A,Spokane,24 hours daily,,47.626199,-117.537711,ChargePoint Network,,Spokane
302893,SIA E OUTSIDE LOT 1,Spokane,24 hours daily,,47.626233,-117.537649,ChargePoint Network,,Spokane
173975,T-MOBILE PARK ICHIRO,Seattle,24 hours daily,,47.589652,-122.332938,ChargePoint Network,,King
173976,T-MOBILE PARK FELIX,Seattle,24 hours daily,,47.589803,-122.332999,ChargePoint Network,,King
173977,T-MOBILE PARK EDGAR,Seattle,24 hours daily,,47.589701,-122.332937,ChargePoint Network,,King
173994,SKAGITYMCA TWO,Mount Vernon,24 hours daily,,48.44309,-122.316904,ChargePoint Network,,Skagit
173995,SKAGITYMCA THREE,Mount Vernon,24 hours daily,,48.443125,-122.316511,ChargePoint Network,,Skagit
174037,LINCOLN SQUARE LS NORTH DUAL 3,Bellevue,24 hours daily,,47.61705,-122.201056,ChargePoint Network,,King
174038,LINCOLN SQUARE LS NORTH DUAL 2,Bellevue,24 hours daily,,47.617081,-122.201091,ChargePoint Network,,King
174039,LINCOLN SQUARE LS NORTH DUAL 1,Bellevue,24 hours daily,,47.617038,-122.201082,ChargePoint Network,,King
174040,188 BLAINE ATRIUM2,Seattle,24 hours daily,,47.635115,-122.325799,ChargePoint Network,,King
174041,BELLEVUE PLACE BELL PLACE #1,Bellevue,24 hours daily,,47.618331,-122.201301,ChargePoint Network,,King
174057,BELLEVUE SQUARE BELL SQ WEST 5,Bellevue,24 hours daily,,47.615923,-122.20553,ChargePoint Network,,King
174084,BELLEVUE SQUARE BELL SQ WEST #1,Bellevue,24 hours daily,,47.616107,-122.205532,ChargePoint Network,,King
174123,VALLEY MED CTR NE GARAGE #3,Renton,24 hours daily,,47.444763,-122.21277,ChargePoint Network,,King
174563,COMMUNITY HOUSE COMMUNITY #1,Tacoma,24 hours daily,,47.248875,-122.45322,ChargePoint Network,,Pierce
174564,COMMUNITY HOUSE COMMUNITY #3,Tacoma,24 hours daily,,47.248898,-122.453094,ChargePoint Network,,Pierce
174575,UDR CHARGER 1,Bellevue,24 hours daily,,47.61868,-122.191821,ChargePoint Network,,King
174576,UDR CHARGER 3,Bellevue,24 hours daily,,47.618669,-122.191761,ChargePoint Network,,King
174676,BSD501 SEHOME HIGH #2,Bellingham,24 hours daily,,48.72757,-122.48128,ChargePoint Network,,Whatcom
174772,DUAL EV STATION 3,Seattle,24 hours daily,,47.66392,-122.300272,ChargePoint Network,,King
174773,DUAL EV STATION 4,Seattle,24 hours daily,,47.663931,-122.300224,ChargePoint Network,,King
174774,DUAL EV STATION 2,Seattle,24 hours daily,,47.663935,-122.300285,ChargePoint Network,,King
174775,DUAL EV STATION 1,Seattle,24 hours daily,,47.663975,-122.300272,ChargePoint Network,,King
174836,THURSTON COUNTY COURTHOUSE 2,Olympia,24 hours daily,,47.028924,-122.913068,ChargePoint Network,,Thurston
174874,CCB CCB 2,Bellevue,24 hours daily,,47.614756,-122.195468,ChargePoint Network,,King
175031,EVERETT YMCA EVERETT YMCA #2,Everett,24 hours daily,,47.954665,-122.208368,ChargePoint Network,,Snohomish
175032,EVERETT YMCA EVERETT YMCA #1,Everett,24 hours daily,,47.954679,-122.208344,ChargePoint Network,,Snohomish
175033,EVERETT YMCA EVERETT YMCA #4,Everett,24 hours daily,,47.955032,-122.207117,ChargePoint Network,,Snohomish
175139,CAPITAL GATEWAY STATION 4,Olympia,24 hours daily,,47.035855,-122.894786,ChargePoint Network,,Thurston
175140,CAPITAL GATEWAY STATION 3,Olympia,24 hours daily,,47.035858,-122.894738,ChargePoint Network,,Thurston
175141,CAPITAL GATEWAY STATION 1,Olympia,24 hours daily,,47.035867,-122.894632,ChargePoint Network,,Thurston
175142,CAPITAL GATEWAY STATION 2,Olympia,24 hours daily,,47.035865,-122.894692,ChargePoint Network,,Thurston
175143,CAPITAL GATEWAY STATION 8,Olympia,24 hours daily,,47.035846,-122.8949,ChargePoint Network,,Thurston
175288,PORT OF OLYMPIA WEST,Olympia,24 hours daily,,47.05093,-122.902434,ChargePoint Network,,Thurston
175322,CAPITAL GATEWAY STATION 6,Olympia,24 hours daily,,47.035841,-122.895035,ChargePoint Network,,Thurston
175656,HUDSON NRTHVIEW STATION 5,Lynnwood,24 hours daily,,47.810153,-122.294123,ChargePoint Network,,Snohomish
175657,HUDSON NRTHVIEW STATION 2,Lynnwood,24 hours daily,,47.810176,-122.294266,ChargePoint Network,,Snohomish
175658,HUDSON NRTHVIEW STATION 4,Lynnwood,24 hours daily,,47.810125,-122.294145,ChargePoint Network,,Snohomish
180340,BELLEFIELD MADRONA 2,Bellevue,24 hours daily,,47.599721,-122.187136,ChargePoint Network,,King
180845,KOZ WEAVER WEAVER RD MIDDL,Snohomish,24 hours daily,,47.938226,-122.108766,ChargePoint Network,,Snohomish
180915,CI&S COUNTRY INN #2,SeaTac,24 hours daily,,47.43163,-122.29393,ChargePoint Network,,King
180978,CITY OF ZILLAH P&R SOUTH,Zillah,24 hours daily,,46.405006,-120.270737,ChargePoint Network,,Yakima
180988,"BELLEVUECOLLEGE BC SSC,U BLDG3",Bellevue,24 hours daily,,47.583738,-122.14582,ChargePoint Network,,King
181036,KGIP BELL SOUTH STATION 5,Bellevue,24 hours daily,,47.612704,-122.185139,ChargePoint Network,,King
181037,KGIP BELL SOUTH STATION 4,Bellevue,24 hours daily,,47.612706,-122.18514,ChargePoint Network,,King
181038,KGIP BELL SOUTH STATION 3,Bellevue,24 hours daily,,47.612737,-122.18436,ChargePoint Network,,King
181042,KC AIRPORT KC AIRPORT 1,Seattle,24 hours daily,,47.53681,-122.303923,ChargePoint Network,,King
181110,SOUND TRANSIT TUKWILA 1,Tukwila,24 hours daily,,47.460222,-122.240733,ChargePoint Network,,King
181119,KING COUNTY DES SK P&R 5,Kirkland,24 hours daily,,47.643474,-122.196571,ChargePoint Network,,King
181121,KING COUNTY DES SK P&R 3,Kirkland,24 hours daily,,47.643585,-122.195909,ChargePoint Network,,King
181202,KING COUNTY DES ISSAQUAH P&R 7,Issaquah,24 hours daily,,47.545783,-122.018483,ChargePoint Network,,King
181203,KING COUNTY DES ISSAQUAH P&R 4,Issaquah,24 hours daily,,47.54578,-122.018474,ChargePoint Network,,King
181204,KING COUNTY DES ISSAQUAH P&R 3,Issaquah,24 hours daily,,47.545787,-122.018479,ChargePoint Network,,King
181306,INSIGNIA 953 228 229N,Seattle,24 hours daily,,47.606129,-122.332106,ChargePoint Network,,King
181307,INSIGNIA 953 192 193N,Seattle,24 hours daily,,47.606171,-122.332083,ChargePoint Network,,King
181309,INSIGNIA 953 226 227N,Seattle,24 hours daily,,47.606119,-122.332135,ChargePoint Network,,King
181310,INSIGNIA 953 186 187N,Seattle,24 hours daily,,47.60614,-122.332163,ChargePoint Network,,King
181311,INSIGNIA 953 232 233N,Seattle,24 hours daily,,47.606148,-122.332065,ChargePoint Network,,King
181313,INSIGNIA 953 234N,Seattle,24 hours daily,,47.606155,-122.332037,ChargePoint Network,,King
181314,INSIGNIA 953 185N,Seattle,24 hours daily,,47.606126,-122.332195,ChargePoint Network,,King
181315,INSIGNIA 953 194N,Seattle,24 hours daily,,47.606182,-122.33206,ChargePoint Network,,King
181316,INSIGNIA 953 225N,Seattle,24 hours daily,,47.606111,-122.332163,ChargePoint Network,,King
181318,INSIGNIA 953 188 189N,Seattle,24 hours daily,,47.606153,-122.332134,ChargePoint Network,,King
181538,WOODIN CREEK WOODIN CREEK 1,Woodinville,24 hours daily,,47.752007,-122.157917,ChargePoint Network,,King
181704,TAC ES TRTC ADMIN CP01,Tacoma,24 hours daily,,47.228029,-122.499407,ChargePoint Network,,Pierce
181706,TAC ES CUW SE CP05,Tacoma,24 hours daily,,47.259555,-122.433611,ChargePoint Network,,Pierce
181707,TAC ES CUW SE CP03,Tacoma,24 hours daily,,47.259505,-122.433772,ChargePoint Network,,Pierce
181722,TAC PW PARKING CONV CTR CP 04,Tacoma,24 hours daily,,47.247723,-122.438,ChargePoint Network,,Pierce
181733,ILANI 3B-1 DUAL,Ridgefield,24 hours daily,,45.85314,-122.709076,ChargePoint Network,,Clark
181734,ILANI 1B-1 DUAL,Ridgefield,24 hours daily,,45.853153,-122.70891,ChargePoint Network,,Clark
181735,ILANI 3B-2 DUAL,Ridgefield,24 hours daily,,45.853123,-122.70916,ChargePoint Network,,Clark
181736,ILANI 3A-2 SINGLE,Ridgefield,24 hours daily,,45.8533,-122.70874,ChargePoint Network,,Clark
181737,ILANI 3A-3 DUAL,Ridgefield,24 hours daily,,45.85321,-122.709045,ChargePoint Network,,Clark
181738,ILANI 3C-1 SINGLE,Ridgefield,24 hours daily,,45.853115,-122.709,ChargePoint Network,,Clark
181739,ILANI 3C-2 DUAL,Ridgefield,24 hours daily,,45.853092,-122.708916,ChargePoint Network,,Clark
181740,ILANI 3A-4 DUAL,Ridgefield,24 hours daily,,45.850762,-122.708196,ChargePoint Network,,Clark
181741,ILANI 3A-1 DUAL,Ridgefield,24 hours daily,,45.853176,-122.70878,ChargePoint Network,,Clark
181742,ILANI 3B-3 SINGLE,Ridgefield,24 hours daily,,45.853138,-122.70895,ChargePoint Network,,Clark
181763,SANDBERG VOLVO STATION 1,Lynnwood,24 hours daily,,47.844271,-122.29492,ChargePoint Network,,Snohomish
182004,RPI PORTEMONS 2005 POPLAR 1,Issaquah,Mon 12:15am - 11:45pm; Tue 12:15am - 11:45pm; Wed 12:15am - 11:45pm; Thu 12:15am - 11:45pm; Fri 12:15am - 11:45pm; Sat 12:15am - 11:45pm; Sun 12:15am - 11:45pm,,47.55054,-122.068955,ChargePoint Network,,King
182005,RPI PORTEMONS 2005 POPLAR 3,Issaquah,Mon 12:15am - 11:45pm; Tue 12:15am - 11:45pm; Wed 12:15am - 11:45pm; Thu 12:15am - 11:45pm; Fri 12:15am - 11:45pm; Sat 12:15am - 11:45pm; Sun 12:15am - 11:45pm,,47.550508,-122.068641,ChargePoint Network,,King
182860,KOHL'S - CHPT 1136 REDMOND 1,Redmond,24 hours daily,,47.67511,-122.103812,ChargePoint Network,,King
182882,KOHL'S - CHPT 1017 MARYSVILLE,Marysville,24 hours daily,,48.1017,-122.181315,ChargePoint Network,,Snohomish
183694,188 BLAINE ATRIUM #1,Seattle,24 hours daily,,47.635108,-122.325721,ChargePoint Network,,King
183848,ALLEGRO 2019 ASH CREEK,Lynnwood,24 hours daily,,47.847481,-122.261384,ChargePoint Network,,Snohomish
184168,CAPITOL CITY STATION 01,Olympia,24 hours daily,,47.03286,-122.92909,ChargePoint Network,,Thurston
184210,ALLEN INSTITUTE NORTH,Seattle,24 hours daily,,47.625256,-122.339032,ChargePoint Network,,King
184914,"Safeway #1600 (Bellevue, WA)",Bellevue,24 hours daily,,47.61332,-122.20062,Electrify America,,King
185190,"Walmart 3794 - Federal Way, WA",Federal Way,24 hours daily,,47.29149,-122.30889,Electrify America,,King
185425,TRU TUKWILA TUKWILA 1,Tukwila,24 hours daily,,47.449352,-122.254496,ChargePoint Network,,King
185533,St. Michael Medical Center - East Garage,Silverdale,24 hours daily,,47.65654521,-122.6737546,Blink Network,,Kitsap
185623,Safeway 200 South 3rd St,Renton,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,47.479984,-122.215076,SHELL_RECHARGE,,King
185625,Safeway 12519 NE 85th St,Kirkland,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,47.678688,-122.174022,SHELL_RECHARGE,,King
185626,Safeway 6850 NE Bothell Way,Kenmore,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,47.758855,-122.2474,SHELL_RECHARGE,,King
185648,SAMISH NATION CANNERY SOUTH 1,Anacortes,24 hours daily,,48.51004,-122.608116,ChargePoint Network,,Skagit
185649,SAMISH NATION CANNERY SOUTH 2,Anacortes,24 hours daily,,48.510044,-122.608185,ChargePoint Network,,Skagit
186036,LODGES CHARGER OFFICE,Yakima,24 hours daily,,46.589108,-120.601588,ChargePoint Network,,Yakima
186347,Silver Fir Lodge,Snoqualmie Pass,24 hours daily,REC_SPORTS_FACILITY,47.401691,-121.407058,Non-Networked,P,Kittitas
186538,LODGES CHARGER GARAGES,Yakima,24 hours daily,,46.588986,-120.60055,ChargePoint Network,,Yakima
186605,NOJO 1288 FB BELLEVUE 17,Bellevue,24 hours daily,,47.622158,-122.176042,ChargePoint Network,,King
186606,NOJO 1288 FB BELLEVUE 15,Bellevue,24 hours daily,,47.622172,-122.175417,ChargePoint Network,,King
186607,NOJO 1288 FB BELLEVUE 8,Bellevue,24 hours daily,,47.621787,-122.175997,ChargePoint Network,,King
186608,NOJO 1288 FB BELLEVUE 7,Bellevue,24 hours daily,,47.621722,-122.175868,ChargePoint Network,,King
186609,NOJO 1288 FB BELLEVUE 11,Bellevue,24 hours daily,,47.621671,-122.17589,ChargePoint Network,,King
186610,NOJO 1288 FB BELLEVUE 3,Bellevue,24 hours daily,,47.621852,-122.175836,ChargePoint Network,,King
186611,NOJO 1288 FB BELLEVUE 9,Bellevue,24 hours daily,,47.621751,-122.175943,ChargePoint Network,,King
186612,NOJO 1288 FB BELLEVUE 6,Bellevue,24 hours daily,,47.621758,-122.175804,ChargePoint Network,,King
186613,NOJO 1288 FB BELLEVUE 13,Bellevue,24 hours daily,,47.621743,-122.176008,ChargePoint Network,,King
186614,NOJO 1288 FB BELLEVUE 21,Bellevue,24 hours daily,,47.62216,-122.176,ChargePoint Network,,King
186615,NOJO 1288 FB BELLEVUE 2,Bellevue,24 hours daily,,47.621837,-122.175922,ChargePoint Network,,King
186616,NOJO 1288 FB BELLEVUE 16,Bellevue,24 hours daily,,47.622008,-122.175897,ChargePoint Network,,King
186617,NOJO 1288 FB BELLEVUE 4,Bellevue,24 hours daily,,47.62183,-122.175707,ChargePoint Network,,King
186618,NOJO 1288 FB BELLEVUE 10,Bellevue,24 hours daily,,47.621748,-122.175959,ChargePoint Network,,King
186619,NOJO 1288 FB BELLEVUE 19,Bellevue,24 hours daily,,47.621685,-122.176008,ChargePoint Network,,King
186620,NOJO 1288 FB BEL 22 - ADA,Bellevue,24 hours daily,,47.621826,-122.175977,ChargePoint Network,,King
186621,NOJO 1288 FB BELLEVUE 12,Bellevue,24 hours daily,,47.621808,-122.176051,ChargePoint Network,,King
186622,NOJO 1288 FB BELLEVUE 23,Bellevue,24 hours daily,,47.621657,-122.175954,ChargePoint Network,,King
